,producer_name,product_name,description,vintage_full_name,critic_score
780,Domaine de la Romanee-Conti,Romanée-St-Vivant Grand Cru,"The Domaine de La Romanee-Conti's 2006 Romanee-St.-Vivant charts its own mysterious path, dissimilar to that of their Grands-Echezeaux, as well as reflecting the strides in quality that have manifestly been achieved in recent years in this site, more than at any other at this domaine. Iris, buddleia, and musky narcissus-like floral perfume; ripe purple plum and blackberry; sassafras and licorice; along with smoked meat and a hoisin-like amalgam of spices and soy all waft alluringly from the glass. The tannins here are ultra-refined and there is a vintage-typical sense of levity, despite all of the dark intrigue of enveloping black fruits, forest floor, fungal, and carnal flavors that persist on the palate. Here is an uncanny alliance of the sensual and thought-provoking such as only great red Burgundy among the world's red wines can engender, and if this wine doesn't stimulate in you cravings and wonder at once, the fault is doubtless in yourself and not the glass. It seems to marry the brightness and finesse of the 2002 with the texturally richness of the (unexpectedly fine) 2000, two standouts in recent tasting of Romanee-St.-Vivant that I was privileged to attend. But there is much more depth here, and I expect that this wine's beauty will be worth pondering and savoring for at least two decades.  

The Domaine de La Romanee-Conti harvested from the 20th-25th of September (commencing with Richebourg) and subjected the crop to rigorous sorting. Understandably, the viticultural meticulousness at this estate as well as its team of some 60 highly-skilled and –motivated pickers paid dividends in the context of a challenging vintage. Director Aubert de Villaine and cellarmaster Bernard Noblet vinified their 2006s with a lesser share of stems and whole clusters, and exposed them to new wood for a shorter period (thereafter racking into older barrels) than the corresponding 2005s.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP 96
781,Domaine de la Romanee-Conti,La Tâche Grand Cru,"Domaine de La Romanee-Conti's 2006 La Tache possesses a sense of sheer density and a viscosity – by no means precluding energy – that go beyond the other wines in the Domaine's current collection. Scents of bitter-sweet floral perfume, citrus oils, white pepper, peat, and black fruit distillates pungently, almost aggressively fill the nose. The marrow and beef gelatin aspect of this Pinot is salient, but is allied on a palpably tannic palate with similarly impressive concentrated cooked black fruits, dark mushroom stock, forest floor, smoky Lapsang tea, and licorice. For grip and power, too, this surpasses its stable mates. But a glance back at the Romanee-St.-Vivant suggests that you can't have it all, and that this La Tache cannot approach that wine's finesse or quite equal its mystery. Still, I suspect this will be worth following for at least two decades.  

The Domaine de La Romanee-Conti harvested from the 20th-25th of September (commencing with Richebourg) and subjected the crop to rigorous sorting. Understandably, the viticultural meticulousness at this estate as well as its team of some 60 highly-skilled and –motivated pickers paid dividends in the context of a challenging vintage. Director Aubert de Villaine and cellarmaster Bernard Noblet vinified their 2006s with a lesser share of stems and whole clusters, and exposed them to new wood for a shorter period (thereafter racking into older barrels) than the corresponding 2005s.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP 96
782,Domaine de la Romanee-Conti,Richebourg Grand Cru,"The Domaine's 2006 Richebourg leads with ripe, bright red fruits and smoked meat; fills the palate with sweet fruit concentrates and abundant, fine tannin, while tart notes of fruit skin, bitterness of cherry pit, and bittersweet vanilla lend counterpoint and invigoration; and finishes with striking suggestions of smoked and roasted meat as well as crushed stone and iodine. What starts out suggestive of sweetness and light, turns dark and brooding. If you don't find that too depressing a metaphor to contemplate, and if you have patience (and, naturally, the requisite budget), this should be seriously worth revisiting from around 8-15 or more years of age. 

The Domaine de La Romanee-Conti harvested from the 20th-25th of September (commencing with Richebourg) and subjected the crop to rigorous sorting. Understandably, the viticultural meticulousness at this estate as well as its team of some 60 highly-skilled and –motivated pickers paid dividends in the context of a challenging vintage. Director Aubert de Villaine and cellarmaster Bernard Noblet vinified their 2006s with a lesser share of stems and whole clusters, and exposed them to new wood for a shorter period (thereafter racking into older barrels) than the corresponding 2005s.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP 96
783,Domaine de la Romanee-Conti,Grands Échézeaux Grand Cru,"The Domaine's 2006 Grands-Echezeaux is altogether less charming and flattering than its ostensibly lesser sibling, leading as it does with fresh red meat and pronouncedly saline, marine mineral notes even in the nose. In the mouth, this is relatively spare but formidably-concentrated and finely-tannic, with cedar, tartly-edged though ripe black fruits, and alkaline mineral notes that carry into a striking, bloodily carnal and almost briny finish. Here is Pinot Noir in its role as a mirror for human flesh and bone. What I see sends shivers down my spine and excites my imagination, but the wine seems to have no intention of flattering me. I didn't encounter another Pinot at all like this in the vintage, and it should be fascinating to follow for a dozen or more years, but unlike the Echezeaux, I would not plan to open any bottles for at least another 3-4.  

The Domaine de La Romanee-Conti harvested from the 20th-25th of September (commencing with Richebourg) and subjected the crop to rigorous sorting. Understandably, the viticultural meticulousness at this estate as well as its team of some 60 highly-skilled and –motivated pickers paid dividends in the context of a challenging vintage. Director Aubert de Villaine and cellarmaster Bernard Noblet vinified their 2006s with a lesser share of stems and whole clusters, and exposed them to new wood for a shorter period (thereafter racking into older barrels) than the corresponding 2005s.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP 96
784,Domaine de la Romanee-Conti,Vosne-Romanée 1er Cru Cuvée Duvault-Blochet,"The Domaine's 2006 Vosne-Romanee Duvault-Blochet represents an assemblage from younger vines in Echezeaux, Grands-Echezeaux, Romanee-St.-Vivant, and Richebourg whose fruit did not make the cut for the estates grands vins. (Such a second wine has been essayed on several other occasions during the past decade. Previous bottlings of this cuvee were labeled ""Vosne 1er Cru"" which has led to occasional confusion. While the Domaine de La Romanee-Conti notoriously owns choice parcels of several Vosne premier crus, they have never – at least under the current management – bottled any wine from those sites, but rather only from their grand cru holdings.) Dark cherry, black raspberry, licorice, and charred meat in the nose lead to an initially lush, silken-textured palate, generously-fruited and tinged with clove and mace. The abundance of fine-grained tannin here becomes evident in the finish, accentuated by a hint of detached oak, but lightly-cooked fruit, charred meat, and spice continue to generously dominate. I would expect this to be best enjoyed over the next 4-5 years.   

The Domaine de La Romanee-Conti harvested from the 20th-25th of September (commencing with Richebourg) and subjected the crop to rigorous sorting. Understandably, the viticultural meticulousness at this estate as well as its team of some 60 highly-skilled and –motivated pickers paid dividends in the context of a challenging vintage. Director Aubert de Villaine and cellarmaster Bernard Noblet vinified their 2006s with a lesser share of stems and whole clusters, and exposed them to new wood for a shorter period (thereafter racking into older barrels) than the corresponding 2005s.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP 96
785,Domaine de la Romanee-Conti,Montrachet Grand Cru,"Aubert de Villaine and his team harvested their 2006 Montrachet on September 26, and it was bottled (as a single assemblage) at the end of 2007. High-toned peach, lemon oil, musk, and floral aromas mark the penetrating, ethereal nose. Smoky, peach kernel pungency weaves its way through nutty, peachy richness on the palate. Less obviously dense, rich and sappy than the extraordinary 2005, this 2006 for all of its sheer viscosity and ripeness, displays a dynamic, almost shimmering sense of fruit and mineral interplay. Intriguingly, in my initial – November, 2007 tasting – this effect was more pronounced from a barrel that had been rolled to disburse the lees than in one that had undergone conventional batonnage. The youthful 2006 reflects its new wood environment in a way that the 2005 – at similar stages in its evolution – did not. There is no lack here of the mystery that should be expected from one of the world’s most fabled and expensive wines, not just in the paradox of viscosity, richness and power combined with elegance, lift, and refinement; but also in nuances that left me groping the lexicon for animal or mineral descriptors.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP 96
786,Domaine de la Romanee-Conti,Romanée-Conti Grand Cru,"There are more startling complexities in the 2005 Romanee-Conti than in any other wine here today, perhaps in the vintage. A stunning, high-toned and utterly unique perfume of pink grapefruit, blood orange, tangerine rind, vivid rose petal, musk, cinnamon, sage, and cassis seduces the olfactors in kaleidoscopic rotation. I hesitate to court sacrilege or ridicule with Germanic allusions but it is impossible not to imagine a great Pinot scented with Gewurztraminer and Scheurebe. On the palate, a pure, clean meatiness emerges, like butchering a meadow-fed lamb, bitter-sweet flowers flying forth in an inner-mouth profusion. Soy and black truffle lend a dark, savory note to the proceedings, leading the long finishing procession over a path strewn with rose petals. Fear not: despite its silken texture, there are abundant tannins woven into this amazing tapestry as well, and I am sure those lucky enough to own some can retain it as collateral, then leave it to their children, safe in the knowledge it has not decayed. Reverential drinking after a dozen or more years would, however, be my preference.

Once the grapes in these fabled vineyards had reached a potential alcohol of 13%, reports Aubert de Villaine, he was ready to pick, because conditions had seldom been so conducive to perfect ripeness (including that of the stems). It was all done in a week, commencing with La Tache and Romanee Conti, and finishing on September 23 with Romanee-St.-Vivant (and Montrachet, on which I shall report at a future date). De Villaine intended to bottle in March or April by gravity in six-barrel lots, as has become general practice here over the past decade.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661.",,RP 96
787,Domaine de la Romanee-Conti,La Tâche Grand Cru,"The 2005 La Tache epitomizes the unique mysteries of Pinot (not to mention the character of a great site), with its aromas of game, musk, iris, star anise, vanilla, allspice, and naturally also an abundance of sweet, ripe, implosively tiny-berried fruit. Imagine a black Riesling. On the palate, a vivid freshness of fruit, pungency of spice and flowers, and melting away of what in point of analytical fact are abundant tannins, all engender an almost white wine dynamic of fruit-mineral call-and-response and clear, incisive penetration of flavors to every recess of the mouth. This is a T.R. sort of wine – you just don’t feel the stick. 

Once the grapes in these fabled vineyards had reached a potential alcohol of 13%, reports Aubert de Villaine, he was ready to pick, because conditions had seldom been so conducive to perfect ripeness (including that of the stems). It was all done in a week, commencing with La Tache and Romanee Conti, and finishing on September 23 with Romanee-St.-Vivant (and Montrachet, on which I shall report at a future date). De Villaine intended to bottle in March or April by gravity in six-barrel lots, as has become general practice here over the past decade.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661.",,RP 96
788,Domaine de la Romanee-Conti,Romanée-St-Vivant Grand Cru,"Just as this year’s Echezeaux challenges the quality of the Grands-Echezeaux, another surprise of the vintage is a spectacular showing for the 2005 Romanee-St.-Vivant. A startlingly dark, mouth-watering amalgam of purple plum paste, blackberry preserves, bitter chocolate, toasted walnut, soy, and raw beef intrigues the nose. On the palate, this cleaves to the dark side, with viscous, mouth-coating concentration of lightly-cooked black fruits, charred meat, mysterious forest floor complexity, and bitter-sweet florality, but simultaneously delivers a vibratory finish like that of the energetic Grands-Echezeaux. With its palpable extract, profound personality, and refined but abundant tannins, this is surely wine to set aside for at least a decade. 

Once the grapes in these fabled vineyards had reached a potential alcohol of 13%, reports Aubert de Villaine, he was ready to pick, because conditions had seldom been so conducive to perfect ripeness (including that of the stems). It was all done in a week, commencing with La Tache and Romanee Conti, and finishing on September 23 with Romanee-St.-Vivant (and Montrachet, on which I shall report at a future date). De Villaine intended to bottle in March or April by gravity in six-barrel lots, as has become general practice here over the past decade.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661.",,RP (96-97)
789,Domaine de la Romanee-Conti,Grands Échézeaux Grand Cru,"The 2005 Grands-Echezeaux displays an utterly different, less charming personality than its “little” sibling. Fresh black raspberry and black cherry hover between sorbet-like and faintly-caramelized manifestations. The palate is obviously dense, with considerable grip and ultra-fine tannins, incipient silkiness, but not the creaminess of the Echezeaux. Fresh berry, faintly tart fruit skin, and nut oils inform an uncannily kinetic finish that makes one’s mouth quiver. 

Once the grapes in these fabled vineyards had reached a potential alcohol of 13%, reports Aubert de Villaine, he was ready to pick, because conditions had seldom been so conducive to perfect ripeness (including that of the stems). It was all done in a week, commencing with La Tache and Romanee Conti, and finishing on September 23 with Romanee-St.-Vivant (and Montrachet, on which I shall report at a future date). De Villaine intended to bottle in March or April by gravity in six-barrel lots, as has become general practice here over the past decade.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661.",,RP (96-97)
790,Domaine de la Romanee-Conti,Richebourg Grand Cru,"The 2005 Richebourg suggests lightly cooked cherry, lilies, and vanilla-chocolate pot de creme, coming onto the palate with a gentle wave of creamy fruit, almost shockingly open-knit and youthfully generous. Low-toned richness of salted beef broth and a hint of wet stone add hints of gravitas, but despite ample (refined) tannins, there is nothing to restrain a veritable gushing of ripe, juicy, sweet finishing fruit. This might close up for a time, but these early indications suggest one ought to revisit it in 3-5 years and expect it to offer much earlier enjoyment than the Grands-Echezeaux or Romanee-St.-Vivant. 

Once the grapes in these fabled vineyards had reached a potential alcohol of 13%, reports Aubert de Villaine, he was ready to pick, because conditions had seldom been so conducive to perfect ripeness (including that of the stems). It was all done in a week, commencing with La Tache and Romanee Conti, and finishing on September 23 with Romanee-St.-Vivant (and Montrachet, on which I shall report at a future date). De Villaine intended to bottle in March or April by gravity in six-barrel lots, as has become general practice here over the past decade.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661.",,RP (96-97)
791,Domaine de la Romanee-Conti,Échézeaux Grand Cru,"The 2005 Echezeaux delivers ravishingly sweet, high-toned aromas of black raspberry, maraschino, marzipan, marmalade and iodine. It saturates the palate with sweet, ripe fruit and inner-mouth perfume, while introducing layers of fresh meat and shrimp-shell minerality. The texture is amazingly creamy and polished, and the long, refined finish adds an alluring hint of mocha. Superb saturation of ultra-ripe fruit but with freshness; remarkable concentration yet elegance, lift, indeed near weightlessness: this is 2005 at its best. The temptation to drink this in its early years will, I suspect, be irresistible ... let’s hope so anyway. It would be a shame for this beauty to be locked away as a collectible, even if it is capable of long-aging. 

Once the grapes in these fabled vineyards had reached a potential alcohol of 13%, reports Aubert de Villaine, he was ready to pick, because conditions had seldom been so conducive to perfect ripeness (including that of the stems). It was all done in a week, commencing with La Tache and Romanee Conti, and finishing on September 23 with Romanee-St.-Vivant (and Montrachet, on which I shall report at a future date). De Villaine intended to bottle in March or April by gravity in six-barrel lots, as has become general practice here over the past decade.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661.",,RP (96-97)
792,Domaine de la Romanee-Conti,La Tâche Grand Cru,"The 2003 La Tache reveals aromas of milk chocolate, violets, roses, and dark cherries. Suave, displaying massive amplitude and a full-bodied, velvety-textured character, this behemoth’s flavor profile brings to mind chocolate-covered black cherries. Immensely powerful and noble, it offers an interminable finish that is packed with flawlessly ripe, sweet tannin. Projected maturity: 2013-2030. 

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
793,Domaine de la Romanee-Conti,Richebourg Grand Cru,"Violets, roses, raspberries, and red cherries emanate from the 2003 Richebourg. Full-bodied, deep, and hugely concentrated, it is muscular, firm and displays the firmest structure of the Domaine de la Romanee-Conti’s 2003s. Soy sauce, tar, chocolate, and dark fruits are found in its focused, audacious personality. Its impressively persistent finish is studded with highly present tannin. Anticipated maturity: 2013-2025. 

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
794,Domaine de la Romanee-Conti,Montrachet Grand Cru,"Sumptuous aromas of spices, yellow plums and buttery toast are found in the nose of the medium to full-bodied 2003 Montrachet. A dense, layered, ample wine of awesome power, it is concentrated, spicy, and velvety-textured. Toasted pears, butter, vanilla, plump yellow fruits, melon balls, and notes of passion fruit make up its extremely extroverted flavor profile. Boasting terrific mouth-feel, it also possesses an exceptionally long, seamless finish. While it is difficult to assess the ageworthiness of such a big, super-ripe white Burgundy, it will unquestionably deliver loads of pleasure if consumed over the next decade and perhaps longer. 

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
795,Domaine de la Romanee-Conti,Échézeaux Grand Cru,"Unquestionably the finest Echezeaux I have encountered from this famed estate, the 2003 explodes from the glass with candied raspberries, violet, and red cherries. Stunningly marrying elegance with richness and density, this medium to full-bodied wine is ample, pure, and velvety-textured. Loads of sweet red fruits are found in its persistent, sensual character. Drink it over the next 12-14 years. 

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
796,Domaine de la Romanee-Conti,Romanée-Conti Grand Cru,"Plums, blackberries, dark cherries, spices, and chocolate emerge from the rich aromas of the 2003 Romanee-Conti. A penetrating, medium to full-bodied, fleshy wine, it possesses, according to Aubert de Villaine, the estate’s co-director, the highest level of natural acidity (closely followed by the Richebourg) of the domaine’s 2003s. An enormously structured (verging on firm) effort, it offers cassis liqueur, spice, black cherry, and plum flavors. Its finish, marked by solid tannin, is impressively persistent. Projected maturity: 2014-2030+.   

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
797,Domaine de la Romanee-Conti,Romanée-St-Vivant Grand Cru,"Perhaps the biggest Romanee-St.-Vivant produced at this domaine, the 2003 offers aromatics as well as flavors reminiscent of black fruits drenched in dark chocolate. Full-bodied, velvety-textured, as well as concentrated, it is immensely ripe, crammed with tannin, and vaunts an amazingly long finish. Anticipated maturity: 2009-2018. 

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
798,Domaine de la Romanee-Conti,Montrachet Grand Cru,"The bright light straw-colored  2002 Montrachet bursts from the glass with spices, white pepper, pears, and flowers. Rich, medium to full-bodied, and lush, its oily-textured character offers broad, ample layers of tangy apples, pulp-laden pears, anise, toasted nuts, and ginger snaps. This wine has superb depth, complexity, and length. Anticipated maturity: 2009-2018.

Importer: Wilson Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
799,Domaine de la Romanee-Conti,Romanée-St-Vivant Grand Cru,"Mocha, toasted oak, and roasting spices are discerned in the nose of the light to medium-bodied 2002 Romanee-St.-Vivant. Its suave, silky-textured attack reveals impressive black cherry and blackberry flavors intermingled with cafe au lait as well as violets. This light to medium-bodied wine’s mid-palate has terrific mouth-feel yet its lengthy finish displays some firm tannin that will require patience. Drink it between 2009 and 2016. 

Importer: Wilson Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
800,Domaine de la Romanee-Conti,Romanée-Conti Grand Cru,"The 2002 Romanee-Conti sports a nose of orange zests, stones, herbs, and violets. Its delicate, light to medium-bodied character opens to reveal silky layers of black cherries, black currants, fresh herbs, and roses. Firm, unresolved tannin can be detected in its lengthy finish. Projected maturity: 2009-2018. 

Importer: Wilson Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
801,Domaine de la Romanee-Conti,Grands Échézeaux Grand Cru,"Highly expressive scents of flowers, perfume, and black cherries can be found in the aromatic profile of the 2002 Grands-Echezeaux. Satin-textured in the attack, its pretty, pepper-laced black berry-flavored personality is light to medium-bodied and lacks the persistence expected from a grand cru. In addition, some bitterness can be detected in its tannic finish. Anticipated maturity: 2007-2015. 

Importer: Wilson Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
802,Domaine de la Romanee-Conti,Échézeaux Grand Cru,"The 2002 Echezeaux displays a demure nose of herbal, pepper-laced blackberries. Less generous at this stage than the Vosne, it has a light to medium-bodied character with white pepper, black fruit, and stone flavors. Its long finish reveals highly present, structure-giving tannin. Drink it between 2007-2014. 

Importer: Wilson Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
803,Domaine de la Romanee-Conti,Vosne-Romanée 1er Cru,"Notes of pepper and spices are found in the nose of the 2002 Vosne-Romanee 1er Cru Cuvee Duvault-Blochet, a wine produced from some of the younger grand cru vines. Its lovely, satin-textured personality is harmonious and medium-bodied. Freshly cracked pepper marks this black cherry-dominated effort’s flavor profile. It should be consumed between 2006 and 2011.  

Importer: Wilson Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
804,Domaine de la Romanee-Conti,Richebourg Grand Cru,"As the score suggests, I was disappointed and perplexed by the orange zest and red currant-scented 2002 Richebourg. Returning to it numerous times throughout my tasting did not help matters. Tight and dry, it is an angular wine that refuses to blossom on the palate, exhibiting astringent tannin and a light-bodied character. 

Importer: Wilson Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
805,Domaine de la Romanee-Conti,Montrachet Grand Cru,"The Domaine de la Romanee-Conti’s policy of late harvests for their Montrachet leads to forward, expressive wines with boisterously flavorful personalities. The 2001 was picked at 14% natural potential alcohol and reveals some hints of botrytis. Buttered toast, hazelnuts, and smoky spices are found in its aromatic profile. This plush, intense wine admirably combines muscular power with elegance. Light to medium-bodied, it is a fresh, delineated, spice-laden effort that is packed with pears and minerals. Drink it over the next 9-10 years. 

Concerning the 2001s, de Villaine, the Domaine de la Romanee-Conti’s co-director, stated that “it was not an easy year, it was a real roller coaster for vignerons. The estate’s vineyards, like everyone in Burgundy, had rot infestations so we did two harvests, one for the best, healthiest bunches and then another. Of course, we meticulously sorted all the fruit as we always do.”

Those readers who are always looking for news concerning the next vintage will be interested to hear the following. Unlike almost all his colleagues who said that 2002 was going to be a spectacular vintage, de Villaine informed me that it would “another irregular year.”

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
806,Domaine de la Romanee-Conti,Romanée-Conti Grand Cru,"The extroverted 2001 Romanee-Conti is medium to dark ruby-colored and displays intensely spicy black cherry aromas. Juicy, supple, as well as packed with spiced, candied black fruits, this medium-bodied wine is concentrated, lush, and velvety-textured. It reveals more tannin than its siblings, yet it is ripe and enveloped in fruit. Projected maturity: 2005-2014.  

Concerning the 2001s, de Villaine, the Domaine de la Romanee-Conti’s co-director, stated that “it was not an easy year, it was a real roller coaster for vignerons. The estate’s vineyards, like everyone in Burgundy, had rot infestations so we did two harvests, one for the best, healthiest bunches and then another. Of course, we meticulously sorted all the fruit as we always do.”

Those readers who are always looking for news concerning the next vintage will be interested to hear the following. Unlike almost all his colleagues who said that 2002 was going to be a spectacular vintage, de Villaine informed me that it would “another irregular year.”

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
807,Domaine de la Romanee-Conti,La Tâche Grand Cru,"Earth-laced blackberries can be discerned in the nose of the 2001 La Tache. Suave, plush, and regal, it boasts loads of candied black fruits in its deep character. This supple wine reveals superb clarity of fruit and an impressively long, fruit-filled finish. Anticipated maturity: 2004-2012. 

Concerning the 2001s, de Villaine, the Domaine de la Romanee-Conti’s co-director, stated that “it was not an easy year, it was a real roller coaster for vignerons. The estate’s vineyards, like everyone in Burgundy, had rot infestations so we did two harvests, one for the best, healthiest bunches and then another. Of course, we meticulously sorted all the fruit as we always do.”

Those readers who are always looking for news concerning the next vintage will be interested to hear the following. Unlike almost all his colleagues who said that 2002 was going to be a spectacular vintage, de Villaine informed me that it would “another irregular year.”

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
808,Domaine de la Romanee-Conti,Richebourg Grand Cru,"The outstanding, medium to dark ruby-colored 2001 Richebourg reveals a nose of spiced cherries and creamy blackberries. It expands on the palate, displaying toasted oak-infused black cherry syrup. This hugely spicy, medium-bodied wine has wonderful depth, and a friendly, juicy personality. Projected maturity: 2005-2012. 

Concerning the 2001s, de Villaine, the Domaine de la Romanee-Conti’s co-director, stated that “it was not an easy year, it was a real roller coaster for vignerons. The estate’s vineyards, like everyone in Burgundy, had rot infestations so we did two harvests, one for the best, healthiest bunches and then another. Of course, we meticulously sorted all the fruit as we always do.”

Those readers who are always looking for news concerning the next vintage will be interested to hear the following. Unlike almost all his colleagues who said that 2002 was going to be a spectacular vintage, de Villaine informed me that it would “another irregular year.”

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
809,Domaine de la Romanee-Conti,Grands Échézeaux Grand Cru,"Mouth-watering aromas of blackberries and spices can be found in the nose of the ruby-colored 2001 Grands-Echezeaux. A seductive, medium-bodied, satin-textured wine, it coats the taster’s palate with loads of dark fruits. This is a well-endowed, pure effort with a long, flavorful finish. Drink it over the next 8-10 years. 

Concerning the 2001s, de Villaine, the Domaine de la Romanee-Conti’s co-director, stated that “it was not an easy year, it was a real roller coaster for vignerons. The estate’s vineyards, like everyone in Burgundy, had rot infestations so we did two harvests, one for the best, healthiest bunches and then another. Of course, we meticulously sorted all the fruit as we always do.”

Those readers who are always looking for news concerning the next vintage will be interested to hear the following. Unlike almost all his colleagues who said that 2002 was going to be a spectacular vintage, de Villaine informed me that it would “another irregular year.”

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
810,Domaine de la Romanee-Conti,Romanée-St-Vivant Grand Cru,"The 2001 Romanee-St.-Vivant is ruby-colored and sports a nose of white pepper, spices, and black cherries. Light to medium-bodied, it is juicy, delicate, and reveals an oak-laced red fruit-flavored character. This complex, lace-like wine tightens in the finish, displaying notes of vanilla-laced new oak. Drink it over the next 6-7 years.  

Concerning the 2001s, de Villaine, the Domaine de la Romanee-Conti’s co-director, stated that “it was not an easy year, it was a real roller coaster for vignerons. The estate’s vineyards, like everyone in Burgundy, had rot infestations so we did two harvests, one for the best, healthiest bunches and then another. Of course, we meticulously sorted all the fruit as we always do.”

Those readers who are always looking for news concerning the next vintage will be interested to hear the following. Unlike almost all his colleagues who said that 2002 was going to be a spectacular vintage, de Villaine informed me that it would “another irregular year.”

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
811,Domaine de la Romanee-Conti,Montrachet Grand Cru,"The Domaine de la Romanee-Conti’s policy of late harvests for their Montrachet leads to forward, expressive wines with boisterously flavorful personalities. The spice box-scented 2000 Montrachet is a huge, medium-bodied, luscious wine. Buttered, super-ripe apples, poached pears, honeyed minerals, and countless spices can be discerned in its extravagant personality. Rich, deep, and dense, it is the sexiest, most seductive Montrachet I’ve encountered. Projected maturity: now-2010.

According to Aubert de Villaine, the Domaine de la Romanee-Conti’s co-director, “2000 was a particularly difficult vintage with lots of rot throughout all the vineyards. Rot is simply a sorting problem, and for that we are very well equipped. The sugar levels were very nice, but the grapes did not have the phenolic ripeness of 1999 or 2001. Ultimately, 2000 is the absolute opposite of 1999 at the Domaine since the wines are feminine and delicate. They are wines for connoisseurs, like a cross between 1992 and 1995. In fact, I’d say they are like 1992 but with more volume and fruit.” None of the Domaine’s 2000s are recommended as they were found to be lean, rustic, hard, and backward. In addition, two of the wines had vegetal characteristics and another two may have been tainted with rot.

Those readers who are always looking for news concerning the next vintage will be interested to hear the following. Unlike almost all his colleagues who said that 2002 was going to be a spectacular vintage, de Villaine informed me that it would “another irregular year.”

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661",,RP (96-97)
812,Domaine de la Romanee-Conti,Romanée-Conti Grand Cru,"The medium to dark ruby-colored 1999 Romanee-Conti is mind-boggling. It has a hugely expressive nose of super-ripe black cherries, candied plums, and violets. Full-bodied and possessing a magnificent breadth of sweet, penetrating fruits, this is an unbelievably complex wine. It coats the palate with its velvety sweet cherries, jammy blackberries, and fruit-soaked tannin. Perfectly balanced and seamless, this gem has a remarkably long finish. This is a wine of exemplary precision, delineation, and power with undescribable class and refinement. Projected maturity: 2006-2020.  

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661.",,RP (96-97)
813,Domaine de la Romanee-Conti,Montrachet Grand Cru,"The 1999 Montrachet reveals golden hues to its color and a nose of massive ripeness. Powerful spice scents are intermingled with tropical yellow fruits and anise in its aromatics. Medium to full-bodied, it is fat, plump, oily-textured, and unbelievably rich. Its layers of spices and hyper-ripe fruits are sensually decadent and linger on the taster's palate for a long while. This is a broad, massively dense Montrachet for drinking over the next 8-10 years.

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661.",,RP (96-97)
814,Domaine de la Romanee-Conti,Grands Échézeaux Grand Cru,"The dark ruby-colored 1999 Grands-Echezeaux has gorgeous talcum powder, perfume, and candied cherry aromas. This sumptuously sweet, yet elegant, medium-bodied wine is crammed with blackberries and sugar-coated cherries. Oak shows through in this wine's satiny finish. Drink it over the next 12 years. 

Importer: Wilson-Daniels, St. Helena, CA; tel. (707) 963-9661.",,RP (96-97)
